y1,y2,mfc1,mfc2,mfc3,mfc4
-0.4152614094325304,0.0143549038688508,0.2929393512403637,0.2009127565427277,0.17911424900552111,0.3270336432113874
-0.0675098778326412,0.8238636481060313,0.3319969817326954,0.29296586157803284,0.16922277775960984,0.2058143789296619
-0.4145087758160262,-0.044448399615224,0.26761608288668837,0.1882004548891258,0.19916892411379972,0.34501453811038607
-0.6920250602330793,0.1472746738525314,0.36358225812276623,0.18252062931549703,0.16566927123989014,0.2882278413218466
0.776795141649741,0.5841892083846749,0.14259682237830268,0.5366412108423717,0.1462984805608146,0.17446348621851088
-0.4092149602799106,0.52545851858118,0.40801619382787535,0.20342464688221934,0.1536067697562529,0.23495238953365238
0.767062583802516,-0.9884943507942294,0.078415753803183,0.08769245877901836,0.6672618981247231,0.1666298892930754
-0.5531538576534907,0.3216426032745769,0.36678365817682035,0.17477367543087852,0.18430640565338907,0.2741362607389122
-0.867625290466921,0.2401113703977895,0.41082353755311973,0.1538818755135564,0.15014203908670065,0.28515254784662314
-0.8687600814804042,-0.6980315317891468,0.1354660447749554,0.09344274990302454,0.11067781415346867,0.6604133911685515
-0.0706576485196734,-0.6969976173298995,0.168798192228514,0.19178037433672043,0.27777959196871693,0.3616418414660486
-0.1487214394852889,0.551998846552243,0.34988507268653873,0.24973185569411785,0.16512808017869077,0.23525499144065254
-0.2865302805325587,0.52249111395912,0.3655308558587392,0.21154273251264588,0.18020057157172126,0.24272584005689374
0.8928698382569695,-0.4467788807117787,0.1166874998570034,0.1742209022253685,0.5087039984263813,0.2003875994912469
0.2660769899149837,0.6694414234764607,0.23242771366820705,0.3742329375432948,0.17086461117316737,0.22247473761533076
-0.8359714208932503,0.409933296740675,0.48069992939027534,0.16316141174957483,0.12627598047089983,0.22986267838925
-0.5129252227220851,0.3099953327963369,0.3659070339541414,0.20480841475570338,0.17040314349449695,0.25888140779565827
0.9337284061162056,-0.1071841935608277,0.15194657725404428,0.27595364389096566,0.35924378155182485,0.21285599730316518
-0.3509963510662479,-0.5585694485176051,0.17318702027213248,0.17187269458209756,0.192556994611025,0.46238329053474486
0.2369662175038747,-0.5410629887978684,0.1702054746243143,0.18045245682253985,0.3645649877372683,0.2847770808158776
-0.9410998342743756,-0.8195874814977326,0.10455054606248226,0.07632107985996137,0.08998408427529855,0.7291442898022579
0.4654037609290686,-0.092873950584301,0.1896410290604829,0.26651298249373606,0.2927723415983319,0.2510736468474491
-0.6069016665210565,0.0648352147010553,0.3130875182572612,0.19362302749496835,0.17613349105369727,0.3171559631940732
-0.1460487698113208,-0.2152526501665517,0.22603335453127626,0.21561251340852905,0.22593883645097826,0.3324152956092164
-0.8504297747163647,-0.7110266122075968,0.13308633466723654,0.09817818393093997,0.12473228107262181,0.6440032003292016
-0.2256464566117126,-0.8702809359389518,0.1470863630275854,0.1406743469379224,0.24947187012225733,0.46276741991223486
-0.1021475822517792,0.4540309782838334,0.3002017313252383,0.270092442640433,0.1896639728708436,0.24004185316348509
0.7393207743530275,0.5511474025939962,0.13947317134492157,0.5094807172647701,0.17478367526952696,0.1762624361207813
-0.07717132018465,0.934339719642956,0.33470711550792986,0.2718582150589125,0.17189182002688508,0.2215428494062726
0.132863156912786,-0.7712726855094307,0.16599050174674138,0.1674452733532824,0.3591913554307885,0.30737286946918757
-0.5978544819598473,-0.9673973564959684,0.12538746106868837,0.08866953916218596,0.13299309144544594,0.6529499083236797
0.4087983599389293,-0.4773867072393825,0.1655796270658357,0.19105833475924458,0.3985466601410877,0.24481537803383205
-0.8762423364161191,-0.2209607373927591,0.24423390748579601,0.1476601070708815,0.15193815302563363,0.4561678324176889
0.4158948243556204,-0.4040551898479156,0.17923248743684408,0.2095875941574216,0.3744195261317958,0.23676039227393852
0.2923319985160326,0.3693996294991108,0.23415163721907292,0.32778850690049866,0.2225811306139407,0.21547872526648776
0.3779314703806309,0.1826346320709511,0.21597708692600062,0.31240923636201007,0.23915963305941054,0.23245404365257863
-0.2034729750862789,0.6094669278527365,0.36713730007873907,0.23669379442118055,0.1699818656690759,0.22618703983100455
-0.9084287169398184,0.7398106729012142,0.6445583214663667,0.11644374804704867,0.0825414969497411,0.15645643353684352
0.9532433572047267,0.3926318276571268,0.13373469021879977,0.5074860272781702,0.18564296545831052,0.17313631704471943
0.5278286846996199,-0.4378592299693256,0.15848141218341888,0.20489089850258474,0.4191602112790546,0.21746747803494174
-0.9514170246791332,0.9728699245823418,0.7281195711256561,0.07318181607946121,0.06621831620606175,0.132480296588821
0.0647564770584943,0.5332411262579477,0.27590323187663723,0.30372314083351265,0.1993122903959507,0.22106133689389926
0.1248818648880023,0.9999752886382752,0.2780535208199757,0.3704506230719259,0.16439820781102618,0.18709764829707218
0.5579911541618388,-0.3953546331973747,0.16861122574325993,0.19560043908801195,0.40905958669576625,0.22672874847296193
0.4446072082292793,0.1198640303844227,0.20161199406433122,0.29866799965872765,0.25872794752549927,0.2409920587514419
-0.6088055949370843,-0.06473690572881,0.2800356097349383,0.1768233693614505,0.17979080806719588,0.3633502128364154
0.4322204480823925,-0.6765820963701947,0.1488730081803843,0.16997481700406394,0.4386643973480252,0.24248777746752653
-0.8151174214485164,-0.7741783605450185,0.13222962498508886,0.08105605559762635,0.1214860328278686,0.6652282865894162
-0.0945645482129993,0.1761825867726594,0.2697941685545217,0.24997531767511835,0.20534614566956927,0.27488436810079064
-0.6280517564901427,0.1305676124717525,0.33647919177232144,0.17569787821991878,0.17996764406440086,0.3078552859433589
0.1853046808845475,0.7925092151405484,0.2455108246835401,0.37414138584309065,0.17357946986005077,0.20676831961331835
-0.2951544598894637,-0.0014916299004632,0.26209169066602833,0.21104561521862622,0.21095766555278234,0.31590502856256303
-0.7183769660505832,0.8242360555487875,0.5911301678770906,0.12801671987422217,0.11181545017269519,0.16903766207599213
0.7178789808103805,0.0947902490289176,0.16998068301552097,0.3387528543117517,0.2811803864215822,0.21008607625114517
-0.7758687782993139,-0.5225511034919841,0.1811926206272293,0.13102586081973558,0.14166881045047816,0.5461127081025569
0.459557417964973,-0.3780954296472902,0.17023182181811206,0.2052000605738021,0.37691855138166025,0.24764956622642564
-0.6306227784087304,-0.1211575051020834,0.25381119450548434,0.17098509063165182,0.18422031183590307,0.39098340302696094
-0.7573950335300841,-0.5905006585267676,0.14863770803293033,0.11069147586134023,0.15162999626219734,0.5890408198435322
-0.4672397152308527,-0.8417949459912075,0.14175590951963862,0.13668611696765834,0.17433343738138646,0.5472245361313166
-0.9652970153620496,-0.8657231830467569,0.09539685691853392,0.06045402624403002,0.08813999799893887,0.7560091188384971
-0.0249178745062543,-0.1630173715472589,0.22214375279584905,0.21588960469929824,0.2458413796416537,0.316125262863199
-0.8346698236817565,0.0429752975624264,0.32122083351546526,0.17318798243465985,0.16237430422004245,0.34321687982983246
0.9530607185414866,-0.3961303488240759,0.13164043717167603,0.18987115637714694,0.4927166779882417,0.18577172846293535
0.2214320112991443,0.9300228082016504,0.240453183552489,0.3907931485994217,0.15701221580974636,0.21174145203834285
0.5272404036601186,0.6951442294284316,0.15838362423707852,0.48897870413068506,0.16278958421534265,0.18984808741689382
