y1,y2,mfc1,mfc2,mfc3,mfc4
-0.7157184631795013,0.3125827565875267,0.41525551577525505,0.17361750982316948,0.14973779540977708,0.2613891789917984
-0.8839790304716189,-0.9628431291669056,0.0916955966014656,0.059517304197930936,0.09472503615496115,0.7540620630456423
0.9758973170539028,0.0064656078792155,0.15292731890339056,0.3283261290730618,0.3359727720109584,0.18277378001258926
-0.5286512819749452,-0.7021032201714676,0.161398178780674,0.1255141989112356,0.182724912439529,0.5303627098685614
-0.7616983762999086,0.218906927302559,0.3806883737678282,0.1601625816867145,0.16803730699339686,0.2911117375520606
-0.7936388241947507,-0.0553469517009566,0.2875086567936328,0.17637607610394979,0.15881871371493594,0.3772965533874815
0.9485479965361274,0.031051165861708,0.1612897706717424,0.3263987654278669,0.3048100114548169,0.2075014524455738
0.7274253414033012,0.7794990330796236,0.1192642734473376,0.5990405751966108,0.12901478345309947,0.152680367902952
-0.6151639055249789,-0.8323976590152875,0.12654071405274125,0.1193436059849889,0.13004061833395184,0.6240750616283179
0.0157459928547205,-0.0406914513423792,0.24899306237613902,0.23970225657244582,0.24242151921763372,0.26888316183378147
-0.209081521791641,0.8355634759084369,0.3846750650295687,0.2421541615313172,0.15726728624372682,0.2159034871953872
0.1963691848093669,0.9670652782699156,0.25151598035273814,0.4048232824347634,0.1430209877922734,0.20063974942022522
-0.3478277926859678,0.333419376136483,0.33277903636622064,0.2309111842332233,0.16404027178798491,0.2722695076125711
-0.7320537736762804,-0.7624627858590243,0.1357895392488369,0.0951864958558275,0.1413716143802102,0.6276523505151255
-0.1170957251689301,0.7562584310715206,0.3390113012322623,0.27055231886134073,0.16953529529655148,0.22090108460984553
0.9523289823438792,0.6341154469253998,0.11633246759468809,0.6077090119916013,0.1398859482385744,0.1360725721751361
-0.3232661877312044,0.4540630765314344,0.3608879372279856,0.21496864737020188,0.18302104587113852,0.24112236953067404
0.2737075563933895,0.4828589632749525,0.2351468636899099,0.33279143214847995,0.20028764597338297,0.23177405818822722
-0.6531956640684635,-0.4643197591206285,0.19273578600287525,0.13911393481880352,0.16364253771803716,0.5045077414602841
-0.9567283445570638,-0.7804119285608662,0.1017942344549963,0.09816159121715479,0.07395240776749609,0.7260917665603528
-0.874238345525008,-0.6508704088134769,0.13021055668173773,0.1040033054815925,0.12644705646520144,0.6393390813714683
-0.8826097255611463,0.3468761396035904,0.4503860804918855,0.1565942294531679,0.12794727474910236,0.2650724153058442
-0.4342170963256571,-0.5275514139499735,0.18277155783063817,0.1497227536097921,0.20427642895584194,0.46322925960372785
0.7622494469061543,-0.8297929157511275,0.0993482239521404,0.11594151324683272,0.6235998630764699,0.16111039972455687
-0.6109804376142847,0.2741439256731419,0.36852329026143077,0.18586443886099865,0.1654049840705916,0.2802072868069789
-0.0212944497568543,0.3725846995473734,0.27925686013665507,0.2614568023917868,0.2043890109746847,0.2548973264968734
-0.8204861444472045,-0.2943275081699652,0.21993908268169812,0.15437876503843762,0.15163097964655525,0.47405117263330915
-0.9738311862024136,0.9892903599253844,0.7522206567816563,0.07677505149526696,0.05122425968325177,0.11978003203982486
-0.0811609388580356,0.1625635309156405,0.2629096348459227,0.23495498577861157,0.22144076051900444,0.28069461885646124
